,PSP,ID,smiles_string
13448,,213,[*]c1ccc(OCCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCCCOc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2F)c(F)c1
5096,,214,[*]Oc1ccc(C=NN=Cc2ccc(Oc3ccc(C(c4ccc([*])cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1
13732,,215,[*]Oc5ccc(C4(c2ccc(OC(=O)c1cccc(C([*])=O)c1)cc2)OC(=O)c3ccccc34)cc5
1236,,216,[*]Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccccc4-c4ccccc4C(=O)c4ccc([*])cc4)cc3)cc2)cc1
13556,,217,[*]O[Si]([*])(C)CCCC(=O)O
8347,,218,[*]Oc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)c(C)c1
7031,,219,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)cc2)cc1
952,,220,[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1
6551,,221,[*]c1cc(CCS(=O)(=O)O)c([*])s1
3694,,222,[*]C(O)C([*])(C)C
11912,,223,[*]Cc1cc(Cl)c(C[*])c(Cl)c1
4643,,224,[*]Oc1c(Cl)cc([*])cc1Cl
11690,,225,[*]OC9=CC=C(C(C8=CC=C(OC7=CC=C(NC(C6=CC=C(C(NC5=CC=C(OC4=CC=C(C(C3=CC=C(OC2=CC=C(C(C1=CC=C(O[*])C=C1)(C(F)(F)F)C(F)(F)F)C=C2)C=C3)=O)C=C4)C=C5)=O)C=C6)=O)C=C7)C=C8)=O)C=C9Â¬Â¨Â¬Â®Â¬Â¨Â¬Ã†â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ 
8250,,226,[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)C(CC(C)C)N4C(=O)c5ccccc5C4=O)cc(C([*])=O)c3)cc2)cc1
4504,,227,[*]C=Cc1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc([*])ccc1-2
4156,,228,[*]CC([*])C(=O)Oc1ccc(C(C)=Nc2ccccc2)c(O)c1
9199,,229,[*]CCC1C(=O)N(c2ccc(N(C)C)cc2)C(=O)C1[*]
1093,,230,[*]CCCCCCCOc1ccc(-c2ccc(O[*])c3ccccc23)c2ccccc12
13756,,231,[*]Nc%10ccc(c9ccc(Oc8ccc(C6(c4ccc(Oc3ccc(c2ccc(NC(=O)c1cc(C([*])=O)cc(C(C)(C)C)c1)cc2)cc3C(F)(F)F)cc4)c5ccccc5C(=O)N6c7ccccc7)cc8)c(C(F)(F)F)c9)cc%10
4428,,232,[*]C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)C(C2)C1[*]
2034,,233,[*]Oc1cccc(OC(=O)c2cc(OCCCCC)cc(C([*])=O)c2)c1
10726,,234,[*]c1ccc2c([*])c(-c3ccccc3)[nH]c2c1
2623,,235,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N[*]
11749,,236,C%11(OC%10=CC=C(C8(C6=CC=C(OC5=CC=C(N4C(=O)C3=CC=C(OC1=CC2=C(C=C1)C(=O)N([*])C2=O)C=C3C4=O)C=C5)C=C6)C7=CC=CC=C7C9=C8C=CC=C9)C=C%10)=CC=C([*])C=C%11
7573,,237,[*]CCCCOC(=O)C(Cc1ccccc1)NC(=O)C=CC(=O)NC(Cc1ccccc1)C(=O)O[*]
2584,,238,[*]NC(CCC(=O)OCc1cccc(Cl)c1)C([*])=O
6235,,239,[*]c1ccc(C(=O)OCCCCCCCCCCOc2ccc(C=C3CCCC(=Cc4ccc(OCCCCCCCCCCOC(=O)c5ccc(-c6nnc([*])o6)cc5)cc4)C3=O)cc2)cc1
12225,,240,[*]c1ccc(-c2ccc(-c3ccc([Si](C)(C)[Si]([*])(C)C)s3)s2)s1
8470,,241,[*]CCCN1C(=O)C(=Cc2ccc(C=C3SC(=S)N([*])C3=O)cc2)SC1=S
6271,,242,[*]CC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC(C)O[*])c2)CC1
5034,,243,[*]c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(Oc6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1
783,,244,[*]CCCCCCCCCCO[*]
11585,,245,[*]=Cc1cc(OC)c(C=Nc2ccc(N=[*])cc2)cc1OC
5463,,246,[*]Oc1ccc(C(=O)c2cccc(-c3cccc(C(=O)c4ccc([*])cc4)c3)c2)cc1
10091,,247,[*]OC(=O)c1ccccc1Nc1ccccc1C(=O)OC(=O)c1cccc(C([*])=O)c1
13040,,248,[*]Oc1ccc(C(C)(CCC(=O)O)c2ccc(OC(=O)c3cccc(C([*])=O)c3)c([N+](=O)[O-])c2)cc1[N+](=O)[O-]
6790,,249,[*]c1cc(CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(-c2cc(CCCC)c([*])s2)s1
4104,,250,[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O
1182,,251,[*]CCOCCOCC#CC#CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*]
8240,,252,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc([*])ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)n1
6315,,253,[*]Oc1ccc(-c2ccc(NC(=O)c3cc(C(=O)Nc4ccc(-c5ccc(Oc6ccc(C(c7ccc([*])cc7)(C(F)(F)F)C(F)(F)F)cc6)c(C(F)(F)F)c5)cc4)cc(C(C)(C)C)c3)cc2)cc1C(F)(F)F
8111,,254,[*]NNC(=O)c1ccc(C([*])=O)cc1OCCCCCCCC
12769,,255,C([*])C(C#N)(C(=O)OCC(C)OCC=C)([*])
7626,,256,[*]c1ccc2cc(OC(=O)c3cccc(C(=O)Oc4ccc5cc(-c6nc7ccccc7nc6[*])ccc5c4)c3)ccc2c1
3699,,257,[*]C=CC(C)C([*])C(=O)OCCC(C)C
3136,,258,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc(Sc6ccc(Oc7ccc8c(c7)C(=O)N([*])C8=O)cc6)cc5)cc4C3=O)cc2)cc1
13561,,259,[*]C#CC#C[Si]([*])(c1ccccc1)c1ccccc1
5045,,260,[*]CC(CO[*])(CS(=O)(=O)CCC)CS(=O)(=O)CCC
13058,,261,[*]O[SiH]([*])C
4831,,262,[*]c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(Oc5ccc(-c6cc([*])[nH]n6)cc5)cc4)cc3)cc2)cc1
3157,,263,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc5c(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cccc45)cc2)C3=O)c1
13085,,264,[*]CC([*])c1ccc([N+](=O)[O-])cc1
5697,,265,[*]Oc1ccc(C(C)(C)c2ccc(OC3(F)C([*])(F)C(F)(F)C3(F)F)cc2)cc1
923,,266,[*]c1ccc(-c2ccc(-c3ccc4nc(Oc5cc(-c6ccccc6)c6cc([*])ccc6n5)cc(-c5ccccc5)c4c3)cc2)cc1
6688,,267,[*]Sc1ccc(Sc2ccc(Sc3ccc(P(=O)(c4ccccc4)c4ccc([*])cc4)cc3)cc2)cc1
9385,,268,[*]c1ccc(N2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N([*])C8=O)cc6)CCC(c6ccccc6)CC5)cc4)cc3C2=O)cc1
8235,,269,[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccc(NC(=O)C(CC(C)C)N5C(=O)c6ccccc6C5=O)cc4)cc(C([*])=O)c3)cc2)cc1
5388,,270,[*]c1ccc(-c2ccc(-c3ccc(-c4nc5cc6nc([*])oc6cc5o4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1
13615,,271,[*]O[Si]([*])(C)CCCCCCCCCCC(=O)Oc1ccc(C(=O)Oc2ccc(-c3ccc(OCC(C)CC)cc3)cc2)cc1
2850,,272,[*]Oc1ccc(C(c2ccc(OC(=O)Nc3ccc(Cc4ccc(NC([*])=O)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1
9248,,273,[*]c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6C5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1
7089,,274,[*]CCCCOC(=O)c1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1
1001,,275,[*]CC(COc1ccc(C(C)(C)c2ccc(O[*])cc2)cc1)OC(=O)CCl
6625,,276,[*]c1sc([*])c2nc(-c3ccccc3)c(CC)nc12
12891,,277,O(C1=CC=CC=C1)C(=O)C1(C(C1)C([*])C([*]))C(=O)OC1=CC=CC=C1
4903,,278,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(-c4cc(C)c([*])c(C)c4)cc3C)cc2)cc1
5303,,279,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6)cc5C)cc4)ccc3c2)cc1
11808,,280,[*]Oc3c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c1cccc(C([*])=O)c1)c(Br)c2)cc3Br
832,,281,[*]CCCCCC(=O)OCCCCCCOC(=O)c1ccc(O[*])cc1
10218,,282,[*]Oc1c(Cl)cc(C(c2cc(Cl)c(OC([*])=O)c(Cl)c2)C(Cl)(Cl)Cl)cc1Cl
2996,,283,[*]c1ccc(Oc2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)cc1
8292,,284,[*]CC#CC#CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1
12403,,285,[*]C1C(=O)N(c2cc(Br)c(O[Si](CC)(CC)CC)c(Br)c2)C(=O)C1[*]
7356,,286,[*]CC#CC(C#CCOC(=O)CCCCCCCCC(=O)O[*])=Cc1ccc(C#Cc2ccccc2)cc1
6052,,287,[*]Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(Oc5nc([*])nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1
878,,288,[*]CCC(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cccc(O[*])c2)c1
8419,,289,[*]Nc1cc(NC(=O)NCCCCCCNC([*])=O)ccc1C
13106,,290,[*]C=CC1CC([*])C(C(=O)OCCCCCCCCOc2ccc(C=Cc3ccc([N+](=O)[O-])cc3)cc2)C1
5236,,291,[*]OP(=O)(Oc1ccc(Br)cc1)Oc1c(Br)cc(C(c2cc(Br)c([*])c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br
8355,,292,[*]Oc1ccc2cccc(NC(=O)NCCCCCCNC([*])=O)c2c1
11928,,293,[*]c6ccc(c4nnc(c3cccc(c1nnc([*])n1c2ccc(C)cc2)c3)n4c5ccccc5)cc6
5954,,294,[*]Oc1c(C(=O)Oc2ccc(OC(=O)c3ccc4ccccc4c3Oc3nc([*])nc(N4CCCCC4)n3)c3c2C(=O)c2ccccc2C3=O)ccc2ccccc12
7105,,295,[*]Oc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(=O)Oc5ccc(OC(=O)c6cccc(C([*])=O)c6)cc5)cc4)cc3)cc2)cc1
5340,,296,[*]c1ccc(Oc2ccc(Sc3ccc(Oc4ccc(-c5nc([*])nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1
8265,,297,[*]C(=O)c1ccc(N([*])CCC)cc1
9205,,298,[*]CCCCCn1c(=O)c2ccc3c4ccc5c(=O)n([*])c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56
7453,,299,[*]CCCCSC(=O)CCCCCCC(=O)S[*]
1420,,300,[*]CCCCSCS[*]
11959,,301,[*]Oc6cc(C)c(C5(c3cc(C)c(Oc2ccc(C(=O)c1ccc([*])cc1)cc2)cc3C)OC(=O)c4ccccc45)cc6C
7976,,302,[*]CCCNC(=O)c1cccc(C(=O)N[*])c1
13537,,303,[*]CCCCCCCC[N+](C)(C)CCCCCC[N+]([*])(C)C
7751,,304,[*]c1cccc(NC(=O)c2cc(C(c3ccc(C(=O)O)c(C(=O)Nc4cccc(S([*])(=O)=O)c4)c3)(C(F)(F)F)C(F)(F)F)ccc2C(=O)O)c1
961,,305,[*]c1ccc(Oc2ccc(Oc3ccc(-c4cnc5ccc(-c6ccc7nc([*])cnc7c6)cc5n4)cc3)cc2)cc1
3484,,306,[*]CC(C)(CC)CS([*])(=O)=O
10015,,307,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(C=NC(=S)Nc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)ccc1Cl)C2=O
217,,308,[*]CC([*])c1ccc(C(=O)c2ccc(OC)cc2)cc1
8924,,309,[*]c1ccc(Oc2ccc(N3C(=O)C(c4ccccc4)=C(c4ccc(C5=C(c6ccccc6)C(=O)N([*])C5=O)cc4)C3=O)cc2)cc1
13245,,310,[*]Oc1c([2H])c([2H])c(S(=O)(=O)c2c([2H])c([2H])c(Oc3c([2H])c([2H])c(C(c4c([2H])c([2H])c([*])c([2H])c4[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])c([2H])c3[2H])c([2H])c2[2H])c([2H])c1[2H]
5641,,311,[*]c1sc([*])c2c1OCC(CCCCCC)O2
392,,312,[*]CC1CC([*])C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1
12854,,313,CC([*])C(=O)OC(C([*]))C#N
10202,,314,[*]Oc1ccc(-c2ccc(OC(=O)OC3C(C)(C)C(OC([*])=O)C3(C)C)cc2)cc1
8991,,315,[*]c1ccc2c(c1)C(=O)N(c1cccc(C(O)c3cccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O
6479,,316,[*]C#Cc1cc(OCCCCCCCC)c(C#Cc2cc(CCCCCC)c([*])s2)cc1OCCCCCCCC
12757,,317,C([*])C(C(=O)NC1=CC=C(C=C1)COCCCC)([*])
2448,,318,[*]C(=O)c1ccc(C(=O)N(CC)c2ccc(Cc3ccc(N([*])CC)c(C)c3)cc2C)cc1
2330,,319,[*]CCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*]
1430,,320,[*]CCCCCCCCCCSS[*]
306,,321,[*]CC([*])OCC(C)(C)CC
11762,,322,O(C1=CC=C([*])C=C1C(F)(F)F)C9=CC=C(OC8=CC=C(N7C(=O)C6=CC=C(OC5=CC=C(C(C4=CC=C(OC2=CC=C3C(=C2)C(=O)N([*])C3=O)C=C4)(C)C)C=C5)C=C6C7=O)C=C8C(F)(F)F)C=C9
3441,,323,[*]N=P([*])(Oc1cccc(C(F)(F)F)c1)Oc1cccc(C(F)(F)F)c1
2816,,324,[*]CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])c(C)c2)cc1C
7094,,325,[*]CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1
5525,,326,[*]CCCCCOc1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(O[*])c3)cc2)c1
3169,,327,[*]c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1C)C2=O
6645,,328,[*]C=Cc1sc(C=Cc2cc(CCCCCCCCCCCC)c([*])s2)cc1CCCCCCCCCCCC
11782,,329,[*]c8ccc(Oc7ccc6ccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n([*])c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5C(F)(F)F)cc6c7)c(C(F)(F)F)c8
605,,330,[*]CC([*])(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1
3821,,331,[*]C=CC1CC([*])C(C(=O)OC)C1
4539,,332,[*]CC(O)COc1ccc(S(=O)(=O)c2ccc(O[*])c(C)c2)cc1C
5070,,333,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(Oc5cccc([*])n5)cc4)cc3)cc2)cc1
6328,,334,[*]c1ccc(C(=O)OCCCCCCOc2ccc(C=CC(=O)C=Cc3ccc(OCCCCCCOC(=O)c4ccc(-c5nnc([*])o5)cc4)cc3)cc2)cc1
5981,,335,[*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([*])=O)cc5)cc4F)c(F)c3)cc2)c1
8188,,336,[*]CCCC1(C)CCN(C(=O)CCCC(=O)N2CCC([*])(C)CC2)CC1
8222,,337,[*]C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4[nH]c(-c5ccc(-c6nc7cc([*])ccc7[nH]6)cc5)nc4c3)cc2)cc1
3491,,338,[*]CCc1cccc([*])c1
477,,339,[*]CC([*])(C)C(=O)OCC(F)(F)C(F)F
7510,,340,[*]CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[*]
12680,,341,C([*])C([*])(C(=O)OC1C=C(C)C=CC1)
13730,,342,[*]Oc6ccc(C(C)(C)c5ccc(OC(=O)c4cccc(C(=O)Oc3ccc(C(C)(C)c2ccc(OC(=O)c1ccc(C([*])=O)cc1)cc2)cc3)c4)cc5)cc6
310,,343,[*]CC([*])(F)C(C)=O
3921,,344,[*]C=CCCCCCCCCCC(CCCCCCCCC[*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34
7570,,345,[*]CCCC(=O)Nc1ccc(NC(=O)CCCOC(=O)c2ccc(-c3ccc(C(=O)O[*])cc3)cc2)cc1
11689,,346,[*]OC%10=CC=C(C(C9=CC=C(OC8=CC=C(NC(C7=CC=C(C(NC6=CC=C(OC5=CC=C(C(C4=CC=C(OC3=CC=C(C(C1=CC=C(O[*])C=C1)(C2=CC=CC=C2)C)C=C3)C=C4)=O)C=C5)C=C6)=O)C=C7)=O)C=C8)C=C9)=O)C=C%10
12529,,347,[*][Si]([*])(C)c1ccccc1
5595,,348,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(-c6ccc([*])s6)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1
3422,,349,[*]N=P([*])(OCCC)OCCC
8230,,350,[*]Nc1cccc(NC(=O)c2cc(NC(=O)C(CCSC)N3C(=O)c4ccccc4C3=O)cc(C([*])=O)c2)c1
370,,351,[*]CC([*])OC(=O)CCl
8322,,352,[*]CC(CCCCCCOc1ccc(-c2ccc(OC)cc2)cc1)COC(=O)N(C)c1ccc(N(C)C(=O)O[*])cc1
3816,,353,[*]C(C)=C([*])SCC
13165,,354,[*]CC([*])(C)C(=O)OCCCCCCCCCCn1c2ccccc2c2cc(C=C(C#N)c3ccc([N+](=O)[O-])cc3)ccc21
4697,,355,[*]COC1CCC([*])OC1
10299,,356,[*]CCCCCCCCc1nc2ccc(-c3ccc4nc([*])[nH]c4c3)cc2[nH]1
762,,357,[*]CC(COc1ccccc1Cl)O[*]
499,,358,[*]CC([*])C(=O)NCCCCCCCCCCCC
5657,,359,[*]c1ccccc1C(=O)OCC#CC#CCOc1ccc2c([*])c3ccc(=O)cc-3oc2c1
5239,,360,[*]Oc1ccc(P(C)(=O)c2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc([*])cc4)cc3)cc2)cc1
1708,,361,[*]OC(=C)CC([*])=O
2539,,362,[*]c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(C4([*])OC(=O)c5ccccc54)cc3)cc2)cc1
8666,,363,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc3)cc1)C2=O
2046,,364,[*]CCCCCCCCCCCCOC(=O)c1cccc(C(=O)O[*])c1
4324,,365,[*]CC([*])C(=O)Nc1ccccc1Cl
10307,,366,[*]Nc1nc([*])nc(-c2ccccc2)n1
9087,,367,[*]c1ccc(Oc2ccc(-n3c(=O)c4c(Oc5ccc(OCCCC)cc5)c5c(=O)n([*])c(=O)c5c(Oc5ccc(OCCCC)cc5)c4c3=O)cc2)cc1
8685,,368,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(CP(=O)(OCC)OCC)c1
13199,,369,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc([*])c([N-][N+]#N)c4)cc3[N-][N+]#N)cc2)c([N-][N+]#N)c1
6951,,370,[*]CCCCCOC(=O)CCC(C)CC(=O)O[*]
3242,,371,[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2C)c(C)c1
11649,,372,C([*])C([*])c1c(C)cc(CO)cc1
1665,,373,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C1CCCCC1
8017,,374,[*]Nc1cccc(NC(=O)c2cc(NC(=O)c3ccc(NC(=O)c4ccccc4)cc3)cc(C([*])=O)c2)c1
7170,,375,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(Br)cc2)cc1
10322,,376,[*]Cc1ccc(CN2CCN([*])C(C)C2)cc1
10962,,377,[*]c1cccc(-c2cc(CCCCCCCCCCCCCCCC)cc([*])c2N)c1N
2220,,378,[*]CCCCNC(=O)Cc1ccc(C(=O)N[*])cc1
3220,,379,[*]CCC(=O)OC(=O)CCC1CCC([*])N1C
7641,,380,[*]CCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N[*])cc2)cc1
9928,,381,[*]c1cc(OCCCCCCCCCCCCCCCC)cc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1
3152,,382,[*]Nc1nc(Nn2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)nc(N(CCCC)CCCC)n1
12593,,383,[*]O[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si](C)(C)C#C[Si]([*])(C)C
12838,,384,[*]OC(=O)Oc4ccc(Oc3ccc(S(=O)(=O)c2ccc(Oc1ccc([*])cc1)cc2)cc3)cc4
5960,,385,[*]Oc1c(C(=O)OCCOCCOCCOC(=O)c2ccc3ccccc3c2Oc2nc([*])nc(N3CCCCC3)n2)ccc2ccccc12
5314,,386,[*]Oc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccc5cc(C(=O)c6ccc([*])cc6)ccc5c4)cc3)c(C)c2C)c(C)c1C
3390,,387,[*]CCCCCCn1ccc(-c2ccc(-c3ccn([*])n3)cc2)n1
7523,,388,[*]CC(CCCCCCOc1ccc(N=Nc2ccc(Br)cc2)cc1)COC(=O)CCCCC(=O)O[*]
10582,,389,[*]CC(O)CCCCC(O)CN([*])c1ccc(N(C)C)cc1
7730,,390,[*]C(=O)NCCCCCCNC(=O)C1C=CNN1[*]
12835,,391,[*]OCC(COc2ccc(C(C)(C)c1ccc([*])cc1)cc2)OC(=O)Cc3ccccc3Cl
13026,,392,[*]CC([*])(C)C(=O)OCCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1
4980,,393,[*]Oc1ccc(Oc2ccc(C(=O)Nc3ccc(Oc4ccc(NC(=O)c5ccc([*])cc5)cc4)cc3)cc2)cc1C
7093,,394,[*]CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1
43,,395,[*]CC1([*])CCC(C)CC1
11088,,396,[*]C=Cc1cc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2ccccc2-3)c([*])cc1-c1ccc(F)cc1F
6692,,397,[*]Sc1ccc(Nc2ccc(Nc3ccc(Nc4ccc([*])cc4)cc3)cc2)cc1
115,,398,[*]CC([*])c1ccc(CCCC)cc1
9023,,399,[*]c1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4)cc3)cc2)cc1
10005,,400,[*]C(=O)OCCN(CCOC(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc([*])cc5C4=O)c(C)c3)cc1C)C2=O)c1ccccc1
398,,401,[*]CC([*])OC(=O)c1ccc(C#N)cc1
10451,,402,[*]CCP(Cl)(Cl)=Nc1ccc(N=P([*])(Cl)Cl)cc1
8076,,403,[*]c1ccc(S(=O)(=O)c2ccc(-n3nc(-c4ccccc4)c4ccc(S(=O)(=O)c5ccc6c(-c7ccccc7)nn([*])c(=O)c6c5)cc4c3=O)cc2)cc1
3301,,404,[*]CCCCOC(=O)SSC(=O)O[*]
13375,,405,[*]c1ccc(Oc2ccc(Sc3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(-c8ccc(Oc9ccc%10c(c9)C(=O)N([*])C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1
12075,,406,[*]CC([*])C(F)(F)C(F)(F)C(F)(F)F
12650,,407,[*]O[Si](C)(C)CC(C)(C)COC(=O)c1cccc(C(=O)OCC(C)(C)C[Si]([*])(C)C)c1
8858,,408,[*]c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6c7c(c([*])c8ccccc68)C(=O)N(CCCCCCCCCCCC)C7=O)cc5)cc4)c3)cc2)cc1
10263,,409,[*]CCCCCc1nnc([*])n1N
2142,,410,[*]CCCCCCNC(=O)CCCCCCCC(=O)N[*]
1702,,411,[*]CCCCCCCCCOC(=O)c1ccc(C(=O)O[*])cc1
285,,412,[*]CC([*])Cc1cccc(C)c1
7037,,413,[*]CCNC(=O)c1ccc(C(=O)NCCOC(=O)c2ccc(C(=O)O[*])cc2)cc1
10563,,414,[*]N=P([*])(OCC=Cc1ccccc1)OCC=Cc1ccccc1
2859,,415,[*]CCCCCCNC(=O)NCCCCNC(=O)N[*]
7234,,416,[*]Sc1ccc(-c2ccc(SC(=O)CCCCC([*])=O)cc2)cc1
11781,,417,[*]c8ccc(Oc7ccc6ccc(Oc5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n([*])c(=O)c1c2)cc3c4=O)cc5C(F)(F)F)cc6c7)c(C(F)(F)F)c8
12609,,418,[*]O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc([Si]([*])(C)C)cc1
12963,,419,[*]c1ccc(Oc2ccc(-c3nc4cc(Oc5ccc(NC(=O)CN6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(CC(=O)Nc8ccc(Oc%10ccc%11nc(-c%12ccccc%12)c([*])nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)ccc4nc3-c3ccccc3)cc2)cc1
8488,,420,[*]c1ccc(Nc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1
